,Sentiment
211435,Negative
364193,Positive
170880,Negative
410171,Negative
276736,Positive
375708,Negative
283022,Positive
69209,Positive
15260,Positive
247480,Positive
57944,Negative
7474,Positive
167461,Positive
86022,Positive
510896,Negative
322222,Positive
423843,Negative
52172,Negative
187221,Negative
159249,Negative
254595,Positive
184083,Positive
491310,Negative
202538,Negative
89691,Positive
172301,Positive
342640,Positive
396389,Negative
161981,Positive
238549,Positive
142489,Negative
371258,Negative
178154,Positive
370550,Negative
358167,Positive
320892,Positive
346727,Positive
425046,Negative
472917,Positive
114190,Negative
417321,Positive
310698,Negative
461600,Negative
376095,Negative
411433,Positive
56120,Positive
506763,Positive
185582,Positive
355816,Negative
361487,Positive
157907,Negative
156322,Negative
138649,Positive
514490,Negative
62374,Positive
122293,Positive
144033,Negative
36700,Negative
476881,Negative
229117,Negative
327400,Negative
335141,Negative
114861,Positive
507733,Positive
307264,Negative
431813,Positive
76555,Negative
194642,Positive
272852,Positive
89133,Negative
393409,Positive
88835,Positive
409109,Positive
352279,Negative
465609,Positive
295333,Negative
206849,Positive
402523,Negative
307341,Negative
383779,Negative
115934,Negative
208875,Positive
500360,Positive
186958,Negative
514939,Negative
416662,Positive
99595,Negative
333928,Negative
64760,Positive
340231,Negative
222715,Positive
300512,Negative
143527,Negative
69105,Negative
96876,Positive
246745,Positive
146708,Negative
332257,Positive
331245,Positive
396208,Positive
328118,Positive
161656,Positive
276855,Positive
249813,Negative
226848,Positive
295715,Negative
289542,Negative
121471,Positive
159452,Negative
40190,Positive
290976,Negative
268244,Negative
120191,Positive
474836,Positive
64793,Negative
254578,Negative
41067,Negative
91767,Negative
357779,Negative
138919,Positive
240815,Positive
23276,Negative
243727,Positive
352348,Positive
140133,Negative
385396,Positive
432413,Negative
90158,Positive
132107,Positive
178314,Positive
12944,Negative
149716,Negative
105281,Positive
199686,Positive
91537,Negative
479169,Negative
134763,Negative
95131,Positive
490855,Negative
98731,Positive
476054,Positive
476493,Positive
498307,Negative
144213,Positive
145608,Positive
12618,Positive
461271,Negative
13698,Negative
25889,Positive
90073,Negative
331648,Positive
204941,Negative
187590,Positive
211066,Positive
62589,Negative
301147,Positive
418645,Negative
369267,Positive
477683,Negative
307052,Negative
35453,Negative
396510,Negative
91294,Negative
477629,Negative
7410,Negative
421601,Negative
383680,Positive
42070,Negative
100050,Negative
371061,Positive
431430,Positive
480908,Positive
80001,Negative
113047,Positive
462253,Positive
443762,Negative
271852,Positive
503575,Negative
514502,Negative
75178,Positive
136513,Negative
336546,Positive
72565,Positive
17321,Negative
15316,Positive
432472,Positive
70776,Negative
32115,Positive
97124,Positive
295307,Negative
495883,Positive
440596,Positive
489011,Negative
373976,Positive
436229,Positive
43901,Negative
323846,Positive
386177,Positive
315950,Positive
102139,Negative
185516,Positive
98786,Negative
500449,Positive
207813,Positive
191176,Negative
113522,Positive
64172,Negative
51534,Negative
267402,Positive
267041,Positive
311333,Positive
282755,Positive
410465,Negative
11545,Negative
228383,Positive
389946,Positive
21832,Positive
261069,Negative
411658,Positive
8815,Negative
243141,Negative
135630,Negative
160991,Positive
23929,Positive
34004,Negative
485600,Negative
291040,Negative
478421,Negative
456198,Positive
134864,Positive
60322,Negative
441780,Positive
236480,Positive
482941,Positive
395484,Positive
383251,Positive
425071,Negative
250910,Negative
217941,Negative
447278,Positive
124827,Negative
407366,Negative
248018,Positive
328598,Positive
235665,Positive
111554,Negative
222479,Positive
307378,Negative
399038,Positive
41269,Negative
145206,Positive
173210,Negative
154950,Negative
156316,Negative
254385,Positive
510221,Negative
131634,Negative
472004,Positive
323339,Negative
68589,Negative
460756,Positive
71169,Positive
313817,Negative
359103,Positive
93542,Positive
436037,Positive
90930,Negative
116849,Positive
208654,Positive
67949,Positive
220051,Negative
346524,Positive
263777,Positive
69809,Negative
65539,Negative
36343,Positive
280086,Positive
137567,Negative
128592,Positive
275933,Negative
242511,Negative
129570,Positive
63862,Negative
187612,Positive
243983,Negative
450681,Positive
454589,Positive
294569,Negative
175195,Positive
317529,Negative
140690,Positive
341938,Negative
53475,Negative
302380,Positive
418636,Positive
80833,Negative
68525,Negative
58363,Positive
106833,Positive
37251,Positive
493466,Positive
128632,Negative
279251,Positive
209021,Positive
246499,Negative
102886,Negative
355015,Positive
246589,Negative
351751,Negative
136228,Negative
338967,Positive
423273,Positive
375393,Positive
172564,Negative
122467,Positive
514650,Negative
478369,Negative
214006,Negative
188504,Negative
488628,Positive
110103,Negative
298179,Negative
349904,Negative
483559,Negative
344613,Negative
234228,Negative
274538,Positive
452736,Negative
125438,Positive
4635,Positive
157062,Negative
437927,Negative
473256,Negative
461555,Negative
425075,Negative
214348,Positive
213253,Positive
57831,Positive
454470,Negative
242713,Negative
40651,Positive
221868,Positive
22584,Positive
287985,Positive
313742,Negative
273721,Negative
349840,Negative
408577,Positive
26363,Negative
131075,Negative
419093,Negative
328687,Positive
104911,Negative
465173,Positive
304411,Positive
77378,Positive
277946,Negative
104594,Negative
37006,Positive
473023,Negative
334132,Negative
82063,Negative
126408,Positive
384087,Positive
65998,Negative
191263,Positive
452765,Positive
460088,Negative
75737,Negative
495525,Positive
480503,Negative
496025,Positive
316087,Positive
513537,Negative
196441,Negative
127535,Positive
53567,Positive
455829,Positive
477178,Positive
130530,Negative
246498,Positive
121601,Positive
36422,Negative
361311,Positive
460165,Negative
210777,Positive
190472,Positive
500888,Positive
332835,Positive
411719,Positive
396793,Negative
251393,Negative
208050,Positive
299947,Negative
90185,Positive
110978,Negative
68197,Negative
19685,Negative
135676,Negative
253264,Positive
134396,Positive
30882,Negative
489237,Negative
351993,Negative
233254,Negative
510666,Negative
186331,Positive
18969,Positive
509236,Positive
52391,Negative
250552,Positive
126324,Positive
124983,Negative
513603,Positive
136216,Negative
17791,Negative
230759,Negative
504336,Negative
102051,Positive
91358,Positive
130457,Positive
260653,Negative
129915,Negative
149223,Positive
146885,Positive
210218,Negative
91059,Negative
220769,Positive
443946,Negative
177846,Positive
138427,Positive
370247,Negative
245576,Negative
406720,Positive
426478,Positive
65906,Negative
503936,Positive
451749,Positive
448327,Positive
496576,Negative
392611,Positive
480612,Negative
152764,Positive
71016,Negative
75200,Positive
118269,Positive
215500,Negative
510391,Positive
118602,Positive
193247,Negative
153946,Positive
410590,Positive
456863,Negative
50666,Positive
497684,Negative
104566,Negative
193784,Positive
423858,Positive
46483,Positive
379302,Negative
81247,Positive
491246,Negative
2655,Negative
295594,Positive
65577,Negative
173317,Negative
510270,Positive
295708,Negative
499927,Positive
400186,Positive
444389,Positive
224131,Positive
213932,Positive
45740,Positive
481914,Positive
113665,Positive
392610,Negative
506747,Positive
210776,Negative
180266,Negative
196820,Negative
72351,Negative
226570,Positive
112967,Positive
279795,Positive
479470,Positive
99737,Negative
380756,Positive
172331,Negative
292751,Positive
494831,Negative
436944,Positive
269255,Positive
332641,Positive
347573,Positive
112896,Negative
69252,Negative
383233,Positive
378841,Negative
277103,Negative
52038,Negative
163294,Positive
238107,Positive
70826,Positive
62315,Positive
489079,Positive
72800,Positive
203431,Positive
481435,Positive
162464,Negative
478764,Positive
219368,Negative
425447,Negative
93183,Negative
119323,Negative
294989,Positive
235557,Negative
258973,Positive
167879,Negative
31873,Positive
247575,Negative
233090,Negative
456721,Negative
45262,Positive
310040,Negative
215240,Negative
136237,Negative
344866,Positive
91619,Negative
289158,Negative
8323,Negative
298276,Positive
427771,Negative
170960,Negative
486176,Positive
155567,Negative
173537,Positive
351969,Positive
199120,Positive
79505,Positive
380663,Positive
501497,Negative
89440,Positive
491986,Positive
225959,Negative
91951,Negative
104871,Negative
62186,Positive
513556,Negative
379712,Negative
150072,Negative
400509,Positive
112581,Negative
316007,Positive
499658,Negative
358610,Negative
35808,Negative
215074,Positive
227308,Positive
180091,Negative
264227,Negative
392966,Negative
323464,Negative
39314,Positive
176008,Negative
185219,Negative
480184,Positive
512232,Positive
369858,Positive
342354,Positive
358233,Positive
241296,Negative
427762,Negative
124986,Negative
476955,Negative
360024,Negative
299822,Positive
342208,Positive
412050,Positive
376134,Positive
214509,Negative
224200,Positive
295565,Negative
133137,Positive
134301,Negative
32367,Positive
198667,Positive
307214,Negative
258184,Positive
309278,Negative
349599,Positive
186919,Negative
49009,Negative
290954,Positive
255177,Positive
796,Positive
506724,Positive
499922,Positive
280812,Positive
450721,Positive
231522,Positive
17855,Negative
256790,Negative
410682,Negative
491114,Negative
413137,Negative
459112,Positive
116345,Negative
447932,Negative
4743,Positive
381956,Positive
233348,Negative
498845,Negative
475755,Negative
381929,Negative
372053,Negative
136855,Negative
220627,Positive
2044,Positive
7461,Positive
426182,Negative
370903,Positive
149137,Negative
376305,Negative
481873,Negative
340115,Positive
408706,Positive
204730,Positive
515563,Negative
115505,Negative
33974,Positive
272811,Positive
500136,Negative
175367,Positive
172173,Negative
206529,Negative
266543,Negative
9313,Negative
31809,Positive
108208,Negative
375842,Positive
443966,Positive
65193,Negative
70079,Negative
242819,Negative
22615,Negative
230449,Positive
28471,Negative
221210,Positive
478037,Positive
84132,Negative
338886,Positive
114468,Negative
334284,Positive
323317,Negative
461283,Positive
257303,Positive
26517,Negative
34217,Positive
165506,Negative
435488,Positive
168071,Negative
294540,Positive
254403,Negative
142276,Negative
367570,Negative
133461,Positive
9429,Positive
456951,Negative
11613,Negative
378966,Positive
314049,Positive
262830,Positive
65228,Negative
324083,Positive
435994,Positive
100462,Positive
313201,Positive
489022,Positive
242535,Negative
300975,Negative
150972,Negative
253308,Positive
305654,Positive
338386,Positive
107349,Positive
354602,Negative
9465,Positive
311736,Negative
437842,Positive
238068,Negative
63436,Negative
55101,Positive
103071,Positive
489440,Negative
67475,Negative
34794,Positive
283827,Positive
74037,Negative
59991,Positive
365922,Negative
88077,Positive
39719,Positive
289220,Positive
428676,Positive
225240,Negative
185998,Positive
111060,Negative
113484,Negative
112214,Negative
393400,Negative
27932,Negative
119855,Negative
238387,Positive
323363,Negative
2728,Negative
462245,Negative
447254,Positive
479757,Positive
317979,Negative
464550,Positive
159047,Positive
143880,Negative
479127,Negative
198059,Negative
455164,Positive
13755,Positive
149397,Negative
5627,Negative
204868,Positive
278271,Negative
202993,Positive
348560,Negative
348079,Positive
57648,Positive
505881,Positive
36145,Negative
168767,Negative
396905,Positive
212185,Negative
314572,Positive
64492,Positive
426695,Positive
502963,Positive
177153,Positive
82997,Positive
225365,Negative
35859,Positive
501785,Negative
48755,Negative
447287,Positive
240946,Negative
446226,Positive
474392,Negative
65856,Negative
46736,Negative
325190,Negative
370476,Positive
51929,Negative
188217,Negative
384201,Positive
489860,Positive
313968,Negative
131286,Positive
106954,Positive
351709,Negative
296325,Positive
404889,Positive
241083,Negative
3549,Negative
201254,Negative
392087,Positive
175677,Negative
64191,Negative
311205,Positive
483061,Negative
102875,Negative
445132,Negative
152189,Positive
146101,Positive
293633,Positive
402168,Positive
333742,Positive
486055,Positive
317187,Negative
420883,Positive
295910,Negative
123446,Negative
350836,Negative
329241,Positive
441126,Positive
211686,Negative
325824,Positive
423581,Positive
266195,Positive
334683,Negative
217570,Positive
98958,Negative
443337,Positive
176912,Negative
152001,Positive
501073,Negative
25247,Positive
234190,Positive
376290,Negative
314966,Negative
47238,Positive
427764,Negative
400574,Negative
489661,Negative
159349,Positive
53032,Positive
294122,Positive
284324,Positive
178120,Positive
412785,Negative
106436,Positive
409197,Positive
308921,Positive
221401,Positive
468551,Negative
453120,Negative
112440,Negative
283246,Positive
61277,Negative
327643,Positive
305719,Negative
136555,Negative
381490,Negative
242345,Negative
22796,Negative
301281,Positive
403778,Positive
60769,Positive
332309,Negative
275690,Negative
268631,Positive
495447,Positive
373647,Negative
294640,Positive
357499,Negative
242381,Negative
471107,Positive
30499,Positive
490063,Negative
496043,Positive
38550,Negative
414263,Negative
405859,Positive
512133,Negative
446760,Negative
347849,Positive
239203,Positive
488606,Negative
66047,Negative
4646,Positive
133912,Negative
64755,Negative
221739,Positive
243732,Positive
297153,Positive
365416,Positive
38413,Positive
168693,Negative
497258,Negative
311369,Positive
336080,Positive
195576,Negative
334200,Negative
317470,Negative
388546,Positive
304422,Positive
161434,Negative
124753,Negative
385523,Positive
83676,Positive
512463,Negative
35775,Positive
429514,Positive
55104,Negative
488924,Negative
444667,Positive
158967,Positive
487103,Positive
454911,Positive
68968,Negative
417135,Positive
428527,Positive
455579,Negative
110686,Positive
376829,Negative
256904,Positive
394144,Negative
481356,Negative
157962,Negative
236552,Negative
429330,Negative
31960,Positive
116174,Negative
233257,Negative
369103,Positive
12479,Positive
8087,Positive
370631,Negative
124774,Negative
423987,Negative
244492,Negative
194820,Negative
163359,Positive
205253,Negative
285801,Negative
265392,Positive
175849,Positive
367780,Negative
180586,Positive
396525,Negative
313225,Negative
444691,Negative
501967,Positive
323688,Positive
376761,Positive
309321,Positive
240574,Positive
513085,Negative
76547,Negative
515600,Negative
30890,Negative
440994,Negative
334953,Positive
225115,Negative
173901,Negative
220992,Negative
333078,Negative
245768,Positive
28619,Negative
65497,Positive
64743,Negative
259987,Negative
324927,Positive
80809,Positive
70142,Negative
3,Negative
207995,Positive
333307,Positive
215676,Negative
307474,Positive
245134,Negative
52285,Negative
242986,Negative
244511,Negative
270333,Positive
445165,Positive
155289,Negative
63624,Positive
472153,Negative
497523,Positive
248802,Positive
127417,Positive
473485,Negative
211894,Positive
146206,Positive
114813,Negative
109965,Negative
485522,Negative
60215,Positive
246201,Negative
323512,Negative
135114,Negative
289245,Positive
81970,Negative
305976,Negative
470101,Negative
39696,Negative
66627,Negative
394431,Positive
295871,Positive
493286,Positive
225123,Negative
498372,Negative
360635,Positive
479085,Positive
128070,Positive
488567,Negative
360773,Negative
355120,Negative
237290,Positive
91945,Negative
176243,Negative
135469,Negative
242741,Negative
280331,Negative
154238,Negative
303872,Positive
64035,Negative
169232,Negative
69465,Positive
118863,Positive
157873,Positive
377200,Positive
422847,Positive
105747,Negative
457788,Positive
154423,Positive
342648,Negative
255359,Negative
416267,Positive
312245,Positive
221027,Positive
364876,Positive
79894,Positive
476344,Positive
234338,Negative
108426,Negative
3297,Negative
376773,Negative
20820,Positive
433282,Positive
481948,Negative
361760,Positive
207601,Positive
191909,Positive
295692,Negative
140864,Negative
436851,Positive
217431,Positive
272430,Positive
214727,Negative
254362,Negative
510647,Positive
265425,Negative
473405,Negative
476036,Positive
205213,Negative
197555,Positive
195834,Negative
441967,Positive
174804,Positive
488732,Positive
392832,Positive
102530,Positive
29862,Positive
424758,Negative
214008,Positive
456682,Positive
46733,Negative
20874,Positive
72736,Negative
364711,Negative
104753,Negative
215908,Negative
246540,Negative
132723,Negative
336412,Negative
398454,Negative
226653,Negative
387376,Negative
437386,Positive
415171,Positive
286895,Positive
319837,Negative
370786,Positive
375839,Positive
18047,Positive
186082,Negative
27367,Negative
80369,Negative
145646,Negative
46973,Negative
245532,Negative
302965,Negative
304314,Negative
150885,Negative
64697,Negative
74564,Positive
60385,Positive
74646,Positive
312855,Positive
202891,Negative
105438,Negative
87480,Positive
315616,Positive
202447,Negative
221779,Negative
46885,Negative
60475,Positive
194969,Negative
500767,Positive
180453,Negative
228045,Negative
360602,Negative
264833,Negative
202881,Negative
494524,Positive
358341,Positive
266314,Negative
497932,Positive
120337,Negative
454510,Negative
444863,Positive
164796,Positive
210164,Negative
116004,Negative
46304,Positive
325594,Negative
234434,Positive
308386,Positive
418147,Positive
209863,Negative
252391,Positive
441681,Positive
68460,Negative
27043,Positive
190233,Negative
56751,Positive
406929,Positive
295515,Negative
337615,Negative
209545,Negative
70718,Negative
171468,Positive
211090,Positive
139764,Positive
32301,Negative
407070,Positive
448133,Negative
355781,Negative
68975,Negative
115776,Positive
352220,Negative
98171,Positive
467236,Negative
158062,Negative
322291,Positive
344199,Negative
494851,Negative
145839,Positive
489302,Negative
18457,Positive
506073,Negative
500397,Positive
77198,Positive
230159,Positive
369029,Positive
323370,Negative
220710,Positive
408582,Positive
76995,Positive
435321,Negative
139656,Negative
121629,Negative
243101,Negative
243867,Positive
205602,Negative
227848,Negative
314614,Positive
244670,Negative
187044,Negative
49704,Positive
209515,Negative
273395,Negative
131965,Negative
72066,Positive
156351,Positive
278841,Negative
481359,Negative
262370,Positive
143685,Positive
73080,Negative
308741,Positive
179966,Negative
259402,Positive
332999,Negative
261836,Positive
137518,Negative
184836,Positive
506916,Positive
249872,Positive
512995,Negative
144696,Positive
200007,Positive
205243,Negative
499495,Negative
100698,Positive
168663,Negative
232869,Negative
65050,Negative
461676,Positive
198279,Negative
236798,Negative
463934,Positive
335981,Positive
414652,Positive
65396,Negative
134513,Negative
445292,Positive
83952,Negative
457536,Positive
218052,Positive
395114,Negative
137903,Negative
493805,Positive
231380,Negative
330573,Negative
360886,Negative
9977,Positive
497542,Negative
429895,Positive
390738,Negative
402050,Negative
24915,Negative
270015,Negative
488615,Positive
141146,Positive
249942,Positive
275501,Negative
242542,Negative
512920,Negative
135725,Negative
162132,Positive
481552,Negative
352272,Positive
30555,Positive
390671,Negative
409990,Positive
31953,Positive
166152,Positive
427258,Negative
193390,Positive
266730,Positive
499560,Negative
169211,Negative
78910,Negative
83083,Positive
19583,Negative
48066,Positive
325790,Negative
137111,Positive
249321,Positive
91563,Negative
478837,Positive
434159,Negative
346063,Negative
64389,Negative
479326,Positive
74027,Negative
154525,Positive
222908,Positive
436513,Positive
388161,Positive
297495,Negative
227061,Negative
333986,Negative
480642,Negative
20218,Positive
87704,Positive
217421,Positive
128991,Positive
214460,Positive
138393,Positive
365173,Positive
310532,Positive
367782,Negative
18786,Positive
484840,Negative
350778,Positive
463414,Negative
359858,Negative
246332,Negative
12902,Positive
235043,Positive
406621,Negative
11187,Negative
218531,Positive
270719,Positive
280417,Positive
281247,Positive
151493,Positive
326547,Negative
475965,Negative
343346,Positive
351123,Positive
271386,Positive
69172,Negative
323372,Negative
419928,Positive
309656,Negative
33403,Positive
241134,Positive
451648,Positive
38837,Negative
343174,Positive
138780,Positive
291607,Negative
487413,Positive
404172,Negative
215273,Positive
53028,Negative
123944,Negative
120659,Positive
73373,Positive
259663,Positive
169868,Positive
455588,Positive
364386,Positive
431529,Positive
207946,Negative
135081,Negative
387762,Negative
289624,Positive
489671,Negative
2956,Positive
504659,Positive
346977,Negative
344349,Positive
508870,Positive
110068,Positive
302832,Positive
68456,Negative
139722,Positive
405684,Positive
86333,Positive
102633,Negative
506203,Positive
160972,Positive
424960,Negative
336124,Negative
196925,Negative
58921,Negative
377302,Negative
340727,Negative
97565,Positive
65750,Negative
285802,Positive
85581,Positive
254181,Negative
199083,Positive
69813,Negative
34780,Positive
513230,Negative
276035,Negative
317169,Negative
397933,Negative
172215,Negative
139382,Positive
241434,Positive
252016,Negative
475155,Positive
131779,Negative
85501,Positive
485262,Negative
453092,Negative
221055,Negative
376045,Negative
285560,Negative
392983,Negative
312969,Positive
114299,Positive
348803,Negative
250007,Positive
164916,Negative
488946,Negative
381859,Negative
156847,Negative
159532,Positive
162276,Negative
99986,Positive
12239,Positive
116242,Positive
232988,Positive
364354,Positive
408941,Positive
461165,Negative
347660,Negative
452950,Negative
210376,Positive
113970,Negative
190829,Negative
220707,Negative
347964,Positive
151885,Positive
46289,Positive
441782,Negative
401396,Positive
237364,Positive
486222,Positive
323455,Negative
279049,Positive
446309,Positive
287787,Positive
388632,Positive
363908,Negative
3033,Positive
24977,Negative
281883,Positive
50300,Positive
478446,Positive
70703,Positive
507838,Positive
410557,Negative
422157,Positive
5993,Positive
397932,Negative
425190,Positive
266840,Positive
106678,Positive
343391,Negative
172878,Negative
472721,Negative
156889,Positive
509270,Negative
225106,Negative
430269,Positive
319516,Negative
168772,Negative
36618,Positive
225284,Negative
428956,Positive
463570,Negative
215470,Positive
64200,Negative
455530,Positive
214682,Negative
86674,Negative
338649,Positive
178991,Positive
514411,Negative
186383,Negative
82644,Positive
45546,Positive
216997,Negative
210397,Negative
441987,Negative
284943,Positive
36844,Negative
3598,Positive
165154,Positive
505120,Positive
138703,Negative
212242,Negative
416694,Negative
273225,Negative
453555,Negative
478782,Negative
127760,Negative
124966,Negative
130958,Negative
130886,Negative
395413,Negative
31921,Negative
276840,Positive
387335,Positive
93024,Positive
201965,Positive
6472,Positive
502530,Positive
264888,Positive
133826,Positive
43698,Positive
367991,Positive
301317,Positive
309403,Positive
329587,Positive
69818,Positive
358215,Positive
463485,Negative
22768,Positive
273703,Positive
312508,Positive
180057,Positive
426850,Negative
137068,Negative
333832,Negative
172235,Negative
160493,Negative
449703,Positive
103518,Negative
335599,Positive
389006,Positive
217633,Positive
49714,Positive
156979,Positive
513151,Negative
415889,Negative
138955,Positive
181345,Positive
61842,Negative
162966,Negative
11923,Positive
95710,Negative
336939,Positive
494719,Negative
425946,Positive
304401,Negative
297057,Positive
123744,Positive
75955,Negative
79091,Negative
111660,Negative
36285,Positive
206551,Negative
350822,Negative
286186,Positive
122570,Negative
360865,Positive
279346,Positive
260904,Positive
227996,Negative
11281,Positive
189264,Negative
512981,Negative
225072,Negative
446601,Positive
11563,Negative
498593,Positive
468918,Positive
234475,Negative
405797,Positive
310660,Positive
441768,Negative
475953,Positive
45042,Positive
421414,Negative
415514,Negative
121001,Negative
290589,Positive
462614,Positive
102904,Positive
391550,Negative
213923,Negative
319950,Negative
325471,Positive
295448,Positive
210113,Negative
300522,Positive
512831,Negative
402485,Positive
360923,Negative
22450,Positive
9779,Negative
326277,Positive
426565,Positive
307972,Positive
264837,Positive
200566,Positive
21772,Negative
243415,Positive
127416,Positive
170438,Positive
2487,Negative
331318,Negative
463152,Positive
236121,Negative
456812,Negative
152426,Positive
130682,Positive
173111,Negative
170603,Positive
57844,Positive
453874,Positive
124773,Negative
357391,Positive
461834,Negative
487294,Positive
178140,Positive
472861,Positive
245329,Negative
427193,Positive
427410,Negative
62485,Positive
392679,Negative
157152,Negative
307161,Negative
268758,Negative
57987,Positive
65429,Negative
150645,Positive
361200,Negative
289825,Positive
346574,Positive
373726,Positive
51916,Negative
424034,Positive
125362,Positive
345159,Negative
178029,Positive
384034,Positive
309104,Positive
250582,Negative
146716,Negative
459098,Positive
285720,Positive
248419,Positive
5021,Positive
112406,Negative
385338,Negative
60161,Positive
295374,Negative
430925,Positive
424768,Positive
243855,Negative
255948,Positive
239651,Positive
390499,Positive
227556,Positive
75440,Negative
128933,Negative
60068,Positive
82043,Negative
76723,Positive
411436,Positive
310237,Positive
491780,Negative
358720,Positive
257731,Positive
399219,Negative
210383,Negative
113010,Negative
474752,Positive
463855,Positive
344512,Negative
195860,Negative
105289,Negative
467555,Positive
369634,Negative
79486,Positive
107843,Positive
492162,Positive
137827,Negative
136253,Negative
344243,Negative
243364,Negative
8039,Positive
6138,Positive
210254,Negative
243594,Negative
219572,Positive
123798,Negative
452007,Positive
227789,Positive
332985,Negative
11172,Negative
200563,Positive
322632,Positive
423023,Negative
303650,Positive
355373,Negative
122176,Negative
66925,Negative
286650,Positive
255954,Negative
319303,Negative
150188,Positive
188567,Negative
19099,Positive
234145,Positive
277315,Positive
445271,Negative
461668,Negative
444078,Positive
340267,Positive
92896,Positive
377493,Negative
92081,Negative
255485,Positive
273449,Positive
215426,Negative
315801,Positive
313548,Positive
466876,Positive
261255,Negative
150258,Positive
253736,Negative
455194,Positive
324660,Positive
99247,Positive
233248,Negative
275036,Negative
123150,Negative
437469,Positive
32578,Positive
497106,Negative
241987,Positive
182483,Negative
265066,Negative
37444,Negative
218941,Positive
27305,Positive
30096,Negative
20507,Positive
491847,Positive
506782,Negative
454508,Positive
326061,Negative
187140,Negative
451951,Negative
210033,Negative
298412,Positive
384020,Negative
131680,Positive
430979,Negative
214683,Negative
317024,Negative
68835,Negative
254016,Positive
444523,Positive
96274,Positive
375889,Positive
214337,Positive
73071,Negative
23177,Positive
483544,Negative
155414,Negative
426240,Negative
143661,Negative
290485,Negative
238540,Positive
119808,Positive
481556,Positive
400828,Positive
58872,Positive
83430,Positive
316679,Positive
30204,Positive
450008,Positive
294486,Positive
114361,Negative
444548,Negative
395784,Positive
455180,Positive
10600,Positive
504629,Positive
208865,Positive
201648,Negative
3969,Positive
115496,Negative
72520,Negative
282053,Positive
344064,Positive
78562,Positive
372722,Negative
105723,Negative
89588,Negative
84753,Positive
286807,Positive
376155,Negative
265399,Positive
190475,Negative
210712,Negative
163713,Positive
183668,Positive
65677,Negative
81825,Negative
236604,Negative
151542,Negative
185786,Negative
265620,Positive
14607,Positive
489258,Negative
408954,Negative
258112,Positive
65167,Negative
322214,Positive
186092,Negative
498838,Positive
115983,Negative
102092,Positive
339305,Negative
324010,Positive
376331,Positive
232748,Negative
112174,Negative
333701,Negative
199747,Positive
60600,Negative
56003,Positive
115204,Negative
455838,Negative
331278,Positive
478246,Positive
426538,Negative
154986,Negative
291109,Positive
271544,Positive
103907,Positive
26764,Negative
172162,Negative
487599,Positive
445705,Negative
161875,Positive
142613,Positive
183557,Positive
158609,Positive
417062,Negative
156399,Negative
314598,Negative
417082,Negative
512525,Positive
411211,Negative
429379,Positive
135545,Positive
388650,Positive
51891,Positive
193576,Negative
169443,Positive
407937,Negative
199976,Positive
407393,Negative
385043,Negative
489291,Negative
281297,Negative
169820,Positive
321754,Positive
478702,Negative
157887,Negative
111981,Positive
319238,Negative
290081,Positive
492377,Negative
34486,Positive
380100,Negative
188561,Positive
90529,Negative
29418,Positive
115292,Negative
402204,Positive
515418,Negative
257773,Positive
172955,Positive
468291,Negative
340484,Positive
119240,Positive
97093,Positive
433092,Negative
205141,Negative
185098,Positive
326821,Positive
161852,Negative
369486,Negative
213993,Positive
67032,Negative
489956,Positive
201421,Negative
252979,Negative
439790,Positive
193575,Positive
18730,Positive
394624,Positive
113518,Negative
273724,Negative
413842,Negative
64595,Negative
124238,Negative
249662,Positive
394264,Positive
384392,Positive
94833,Positive
77323,Positive
352551,Positive
297828,Positive
427573,Negative
321707,Negative
232970,Negative
337498,Negative
169105,Negative
466992,Positive
197740,Positive
200449,Positive
425506,Negative
13700,Negative
36002,Positive
190576,Negative
168648,Positive
373101,Positive
456030,Positive
478484,Negative
348768,Positive
380075,Positive
513384,Negative
120722,Positive
257876,Positive
6036,Negative
101271,Positive
145997,Positive
125957,Positive
450821,Negative
115637,Negative
332982,Negative
467062,Positive
221813,Positive
319205,Negative
420212,Positive
233111,Negative
229455,Positive
49723,Negative
42046,Positive
104511,Negative
263930,Negative
67989,Positive
30829,Negative
2679,Positive
315092,Negative
329648,Positive
18542,Positive
9352,Positive
333118,Negative
214670,Negative
512157,Positive
261220,Negative
17463,Positive
226260,Negative
79142,Positive
70031,Negative
114476,Positive
83905,Negative
124111,Negative
119772,Negative
396031,Positive
201331,Positive
202531,Negative
372884,Positive
100549,Negative
418639,Negative
231236,Positive
372461,Positive
112338,Negative
312385,Positive
430642,Positive
205627,Positive
402178,Positive
406581,Negative
272054,Negative
350165,Positive
285093,Positive
15245,Negative
123281,Negative
35218,Positive
463163,Positive
484929,Positive
33971,Negative
310433,Negative
424693,Positive
174282,Negative
193216,Positive
8547,Negative
386124,Negative
489240,Negative
169382,Negative
368895,Positive
112095,Negative
176806,Positive
298671,Positive
333008,Negative
271118,Positive
501058,Negative
400989,Positive
198038,Positive
30839,Positive
115696,Negative
116530,Positive
100832,Positive
460735,Negative
67044,Negative
254583,Negative
78612,Negative
334201,Negative
203684,Positive
393136,Negative
446781,Positive
504923,Negative
108402,Positive
213906,Positive
45536,Negative
443334,Positive
420563,Positive
117808,Positive
65010,Negative
380071,Negative
155729,Positive
201826,Negative
103773,Positive
453131,Negative
383841,Negative
92285,Negative
91781,Negative
423051,Negative
478956,Positive
263841,Positive
361924,Negative
303229,Negative
349386,Negative
51598,Positive
455691,Positive
484956,Positive
443211,Positive
9024,Negative
209544,Negative
290453,Negative
369607,Positive
66059,Negative
